weather_file,pp,flag_for_weather_data,solar_radiation,maximum_temperature,minimum_temperature,temp_average_daily,rain_snow_fall,vapor_pressure,wind_speed_daily
AMES8WSW1989011989365,1989-04-16,,10.00,22.20,8.30,15.25,0.00,1.10,251.20
AMES8WSW1989011989365,1989-04-17,,20.10,21.70,2.80,12.25,0.00,0.75,452.30
AMES8WSW1989011989365,1989-04-18,,20.40,13.90,2.80,8.35,0.80,0.75,297.90
AMES8WSW1989011989365,1989-04-19,,24.10,21.10,-1.70,9.70,0.00,0.54,290.10
AMES8WSW1989011989365,1989-04-20,,16.20,25.60,6.70,16.15,0.00,0.98,409.70
AMES8WSW1989011989365,1989-04-21,,23.60,26.70,5.60,16.15,0.00,0.91,225.60
AMES8WSW1989011989365,1989-04-22,,10.10,26.70,10.00,18.35,18.80,1.23,514.40
AMES8WSW1989011989365,1989-04-23,,18.40,25.00,12.80,18.90,0.00,1.48,398.00
AMES8WSW1989011989365,1989-04-24,,20.30,30.60,11.10,20.85,0.00,1.32,294.60
AMES8WSW1989011989365,1989-04-25,,21.20,30.60,15.00,22.80,0.00,1.71,161.20
AMES8WSW1989011989365,1989-04-26,,14.60,29.40,13.90,21.65,11.70,1.59,131.50
AMES8WSW1989011989365,1989-04-27,,19.80,27.80,12.80,20.30,0.00,1.48,146.70
AMES8WSW1989011989365,1989-04-28,,6.20,27.80,9.40,18.60,20.30,1.18,223.00
AMES8WSW1989011989365,1989-04-29,,14.10,13.30,3.90,8.60,0.00,0.81,275.90
AMES8WSW1989011989365,1989-04-30,,24.90,12.80,0.60,6.70,0.00,0.64,160.60
AMES8WSW1989011989365,1989-05-01,,14.10,12.80,4.40,8.60,31.00,0.84,173.50
AMES8WSW1989011989365,1989-05-02,,16.50,13.90,0.60,7.25,0.00,0.64,101.20
AMES8WSW1989011989365,1989-05-03,,22.50,17.20,1.70,9.45,0.00,0.69,132.90
AMES8WSW1989011989365,1989-05-04,,11.60,19.40,8.90,14.15,6.30,1.14,166.00
AMES8WSW1989011989365,1989-05-05,,17.40,18.30,2.80,10.55,2.00,0.75,330.00
AMES8WSW1989011989365,1989-05-06,,16.50,12.80,-1.70,5.55,0.00,0.54,294.40
AMES8WSW1989011989365,1989-05-07,,26.20,20.60,1.70,11.15,0.00,0.69,115.90
AMES8WSW1989011989365,1989-05-08,,14.10,22.20,9.40,15.80,0.00,1.18,250.10
AMES8WSW1989011989365,1989-05-09,,25.70,21.70,6.10,13.90,0.00,0.94,234.40
AMES8WSW1989011989365,1989-05-10,,26.40,22.80,5.60,14.20,0.00,0.91,74.70
AMES8WSW1989011989365,1989-05-11,,26.90,22.80,4.40,13.60,0.00,0.84,81.80
AMES8WSW1989011989365,1989-05-12,,26.60,25.60,6.70,16.15,0.00,0.98,172.80
AMES8WSW1989011989365,1989-05-13,,25.40,25.60,6.70,16.15,0.00,0.98,215.90
AMES8WSW1989011989365,1989-05-14,,23.30,23.90,10.00,16.95,0.00,1.23,168.50
AMES8WSW1989011989365,1989-05-15,,23.30,26.70,8.30,17.50,0.00,1.10,214.60
AMES8WSW1989011989365,1989-05-16,,22.10,28.30,12.20,20.25,0.00,1.42,269.40
AMES8WSW1989011989365,1989-05-17,,19.60,27.80,13.30,20.55,0.00,1.53,196.10
AMES8WSW1989011989365,1989-05-18,,9.40,25.00,14.40,19.70,11.20,1.64,311.70
AMES8WSW1989011989365,1989-05-19,,19.00,25.60,13.90,19.75,14.20,1.59,230.60
AMES8WSW1989011989365,1989-05-20,,28.70,25.60,7.80,16.70,0.00,1.06,299.80
AMES8WSW1989011989365,1989-05-21,,19.30,25.60,9.40,17.50,0.00,1.18,309.90
AMES8WSW1989011989365,1989-05-22,,20.50,24.40,11.10,17.75,0.00,1.32,288.60
AMES8WSW1989011989365,1989-05-23,,18.10,28.30,11.10,19.70,0.00,1.32,389.10
AMES8WSW1989011989365,1989-05-24,,10.40,28.90,14.40,21.65,57.10,1.64,125.00
AMES8WSW1989011989365,1989-05-25,,20.80,27.20,10.60,18.90,0.00,1.28,196.20
AMES8WSW1989011989365,1989-05-26,,23.60,22.80,10.00,16.40,0.00,1.23,487.40
AMES8WSW1989011989365,1989-05-27,,29.00,21.10,6.70,13.90,0.00,0.98,145.30
AMES8WSW1989011989365,1989-05-28,,7.60,21.10,9.40,15.25,6.60,1.18,290.60
AMES8WSW1989011989365,1989-05-29,,23.10,31.10,13.30,22.20,2.50,1.53,133.50
AMES8WSW1989011989365,1989-05-30,,19.70,30.60,20.00,25.30,0.00,2.34,291.90
AMES8WSW1989011989365,1989-05-31,,10.70,29.40,13.90,21.65,0.00,1.59,236.00
AMES8WSW1989011989365,1989-06-01,,16.70,22.20,12.80,17.50,0.00,1.48,209.50
AMES8WSW1989011989365,1989-06-02,,28.20,28.90,11.70,20.30,0.00,1.38,299.00
AMES8WSW1989011989365,1989-06-03,,25.50,27.80,13.30,20.55,19.00,1.53,159.90
AMES8WSW1989011989365,1989-06-04,,24.80,24.40,11.70,18.05,0.00,1.38,73.20
AMES8WSW1989011989365,1989-06-05,,26.70,27.20,11.10,19.15,0.00,1.32,182.90
AMES8WSW1989011989365,1989-06-06,,25.50,28.90,14.40,21.65,0.00,1.64,291.50
AMES8WSW1989011989365,1989-06-07,,25.90,28.90,16.10,22.50,0.00,1.83,229.80
AMES8WSW1989011989365,1989-06-08,,17.30,27.80,12.80,20.30,10.70,1.48,235.30
AMES8WSW1989011989365,1989-06-09,,12.50,18.90,10.00,14.45,0.00,1.23,173.30
AMES8WSW1989011989365,1989-06-10,,24.70,22.20,8.30,15.25,0.00,1.10,242.80
AMES8WSW1989011989365,1989-06-11,,9.50,22.80,15.00,18.90,0.00,1.71,189.20
AMES8WSW1989011989365,1989-06-12,,20.40,27.20,17.20,22.20,0.00,1.96,230.90
AMES8WSW1989011989365,1989-06-13,,24.10,26.10,8.30,17.20,0.00,1.10,234.60
AMES8WSW1989011989365,1989-06-14,,11.30,20.60,8.30,14.45,0.00,1.10,267.90
AMES8WSW1989011989365,1989-06-15,,29.70,21.70,6.10,13.90,0.00,0.94,238.90
AMES8WSW1989011989365,1989-06-16,,27.60,25.60,8.30,16.95,0.00,1.10,96.40
AMES8WSW1989011989365,1989-06-17,,21.80,26.70,11.70,19.20,0.00,1.38,250.70
AMES8WSW1989011989365,1989-06-18,,18.60,26.70,16.10,21.40,2.80,1.83,140.90
AMES8WSW1989011989365,1989-06-19,,28.20,31.70,14.40,23.05,0.00,1.64,109.20
AMES8WSW1989011989365,1989-06-20,,27.70,31.70,16.70,24.20,0.00,1.90,453.80
AMES8WSW1989011989365,1989-06-21,,21.20,32.20,18.90,25.55,0.00,2.18,464.50
AMES8WSW1989011989365,1989-06-22,,7.80,31.70,16.10,23.90,5.30,1.83,270.00
AMES8WSW1989011989365,1989-06-23,,25.00,25.60,15.60,20.60,2.80,1.77,179.00
AMES8WSW1989011989365,1989-06-24,,13.80,26.10,15.00,20.55,5.10,1.71,169.10
AMES8WSW1989011989365,1989-06-25,,20.80,27.20,16.70,21.95,24.60,1.90,246.30
AMES8WSW1989011989365,1989-06-26,,18.60,27.80,18.30,23.05,18.30,2.10,215.40
AMES8WSW1989011989365,1989-06-27,,23.90,28.30,18.30,23.30,0.00,2.10,130.50
AMES8WSW1989011989365,1989-06-28,,27.10,29.40,16.10,22.75,0.00,1.83,193.10
AMES8WSW1989011989365,1989-06-29,,27.80,29.40,16.70,23.05,0.00,1.90,307.20
AMES8WSW1989011989365,1989-06-30,,21.90,28.30,13.30,20.80,0.00,1.53,214.80
AMES8WSW1989011989365,1989-07-01,,22.40,29.40,16.70,23.05,0.00,1.90,220.80
AMES8WSW1989011989365,1989-07-02,,25.10,30.00,17.20,23.60,0.00,1.96,187.90
AMES8WSW1989011989365,1989-07-03,,24.50,31.10,17.80,24.45,0.00,2.04,147.30
AMES8WSW1989011989365,1989-07-04,,27.40,33.30,18.90,26.10,0.00,2.18,183.30
AMES8WSW1989011989365,1989-07-05,,28.10,33.90,19.40,26.65,0.00,2.25,176.80
AMES8WSW1989011989365,1989-07-06,,26.90,34.40,17.20,25.80,0.00,1.96,238.20
AMES8WSW1989011989365,1989-07-07,,24.10,33.90,21.10,27.50,0.00,2.50,188.60
AMES8WSW1989011989365,1989-07-08,,23.40,35.00,19.40,27.20,0.00,2.25,261.90
AMES8WSW1989011989365,1989-07-09,,26.70,35.60,20.60,28.10,0.00,2.43,473.00
AMES8WSW1989011989365,1989-07-10,,26.50,36.10,22.80,29.45,0.00,2.78,306.40
AMES8WSW1989011989365,1989-07-11,,10.20,35.60,20.00,27.80,3.60,2.34,236.50
AMES8WSW1989011989365,1989-07-12,,16.40,28.30,19.40,23.85,0.00,2.25,215.70
AMES8WSW1989011989365,1989-07-13,,21.50,28.30,17.80,23.05,0.00,2.04,274.40
AMES8WSW1989011989365,1989-07-14,,16.60,27.80,13.90,20.85,0.00,1.59,161.10
AMES8WSW1989011989365,1989-07-15,,12.10,25.00,16.10,20.55,3.30,1.83,179.80
AMES8WSW1989011989365,1989-07-16,,26.80,26.70,12.80,19.75,0.00,1.48,142.30
AMES8WSW1989011989365,1989-07-17,,20.30,27.80,12.20,20.00,0.00,1.42,277.70
AMES8WSW1989011989365,1989-07-18,,15.10,27.20,16.10,21.65,45.50,1.83,371.70
AMES8WSW1989011989365,1989-07-19,,12.50,24.40,16.10,20.25,2.30,1.83,447.80
AMES8WSW1989011989365,1989-07-20,,25.60,26.70,13.90,20.30,0.00,1.59,349.90
AMES8WSW1989011989365,1989-07-21,,21.70,26.10,13.90,20.00,0.00,1.59,278.20
AMES8WSW1989011989365,1989-07-22,,16.10,25.00,15.60,20.30,0.00,1.77,193.20
AMES8WSW1989011989365,1989-07-23,,18.40,27.80,15.00,21.40,0.00,1.71,198.80
AMES8WSW1989011989365,1989-07-24,,23.20,28.90,15.60,22.25,0.00,1.77,178.60
AMES8WSW1989011989365,1989-07-25,,19.00,23.90,18.90,21.40,0.00,2.18,165.50
AMES8WSW1989011989365,1989-07-26,,23.60,30.60,17.80,24.20,0.00,2.04,277.60
AMES8WSW1989011989365,1989-07-27,,25.60,32.80,20.00,26.40,0.00,2.34,330.20
AMES8WSW1989011989365,1989-07-28,,24.50,31.70,19.40,25.55,0.00,2.25,221.10
AMES8WSW1989011989365,1989-07-29,,15.20,30.60,19.40,25.00,7.10,2.25,284.90
AMES8WSW1989011989365,1989-07-30,,16.70,28.30,20.00,24.15,0.00,2.34,184.30
AMES8WSW1989011989365,1989-07-31,,19.30,28.90,19.40,24.15,0.00,2.25,176.50
AMES8WSW1989011989365,1989-08-01,,23.30,28.90,16.70,22.80,0.00,1.90,192.00
AMES8WSW1989011989365,1989-08-02,,21.30,30.60,15.00,22.80,0.00,1.71,270.70
AMES8WSW1989011989365,1989-08-03,,13.60,30.60,21.70,26.15,1.80,2.60,329.30
AMES8WSW1989011989365,1989-08-04,,23.50,35.00,21.70,28.35,0.00,2.60,371.00
AMES8WSW1989011989365,1989-08-05,,19.60,35.00,16.10,25.55,6.30,1.83,330.20
AMES8WSW1989011989365,1989-08-06,,13.00,27.80,13.30,20.55,0.00,1.53,399.50
AMES8WSW1989011989365,1989-08-07,,25.10,23.30,8.30,15.80,0.00,1.10,294.70
AMES8WSW1989011989365,1989-08-08,,23.20,25.60,11.10,18.35,0.00,1.32,170.80
AMES8WSW1989011989365,1989-08-09,,23.30,27.80,10.00,18.90,0.00,1.23,176.00
AMES8WSW1989011989365,1989-08-10,,22.70,28.30,12.80,20.55,0.00,1.48,213.30
AMES8WSW1989011989365,1989-08-11,,19.50,28.30,12.80,20.55,0.00,1.48,157.10
AMES8WSW1989011989365,1989-08-12,,17.90,28.90,13.30,21.10,0.00,1.53,198.60
AMES8WSW1989011989365,1989-08-13,,11.30,26.70,13.90,20.30,3.80,1.59,235.00
AMES8WSW1989011989365,1989-08-14,,7.90,23.90,15.60,19.75,3.80,1.77,149.90
AMES8WSW1989011989365,1989-08-15,,20.80,24.40,13.30,18.85,0.00,1.53,160.80
AMES8WSW1989011989365,1989-08-16,,17.20,26.10,11.10,18.60,0.00,1.32,122.40
AMES8WSW1989011989365,1989-08-17,,23.60,27.20,11.70,19.45,0.00,1.38,171.10
AMES8WSW1989011989365,1989-08-18,,22.30,27.80,12.20,20.00,0.00,1.42,262.50
AMES8WSW1989011989365,1989-08-19,,7.40,27.20,16.10,21.65,10.20,1.83,126.20
AMES8WSW1989011989365,1989-08-20,,23.30,28.30,15.60,21.95,0.00,1.77,83.50
AMES8WSW1989011989365,1989-08-21,,19.80,28.90,15.00,21.95,0.00,1.71,202.90
AMES8WSW1989011989365,1989-08-22,,18.70,32.20,17.80,25.00,0.00,2.04,175.80
AMES8WSW1989011989365,1989-08-23,,13.10,31.10,18.30,24.70,10.70,2.10,181.30
AMES8WSW1989011989365,1989-08-24,,8.80,26.10,16.10,21.10,0.00,1.83,121.10
AMES8WSW1989011989365,1989-08-25,,10.60,25.00,16.10,20.55,0.00,1.83,175.70
AMES8WSW1989011989365,1989-08-26,,6.90,25.60,17.80,21.70,3.30,2.04,173.70
AMES8WSW1989011989365,1989-08-27,,15.10,28.30,18.90,23.60,0.00,2.18,126.90
AMES8WSW1989011989365,1989-08-28,,10.60,26.10,18.90,22.50,3.00,2.18,154.50
AMES8WSW1989011989365,1989-08-29,,18.80,26.70,18.90,22.80,0.00,2.18,154.30
AMES8WSW1989011989365,1989-08-30,,20.50,28.90,13.90,21.40,0.00,1.59,210.00
AMES8WSW1989011989365,1989-08-31,,15.90,32.80,20.00,26.40,1.00,2.34,409.40
AMES8WSW1989011989365,1989-09-01,,13.90,30.00,18.30,24.15,0.00,2.10,347.90
AMES8WSW1989011989365,1989-09-02,,21.70,23.90,11.10,17.50,0.00,1.32,144.20
AMES8WSW1989011989365,1989-09-03,,7.70,23.90,13.90,18.90,4.10,1.59,350.00
AMES8WSW1989011989365,1989-09-04,,14.80,26.70,15.00,20.85,27.20,1.71,198.20
AMES8WSW1989011989365,1989-09-05,,14.80,27.20,13.30,20.25,0.00,1.53,167.90
AMES8WSW1989011989365,1989-09-06,,13.80,28.30,18.30,23.30,0.00,2.10,131.10
AMES8WSW1989011989365,1989-09-07,,4.80,27.80,18.90,23.35,16.30,2.18,323.10
AMES8WSW1989011989365,1989-09-08,,5.30,23.30,17.80,20.55,15.50,2.04,247.80
AMES8WSW1989011989365,1989-09-09,,8.50,22.20,13.30,17.75,17.80,1.53,392.20
AMES8WSW1989011989365,1989-09-10,,17.80,19.40,7.20,13.30,0.00,1.02,148.10
AMES8WSW1989011989365,1989-09-11,,19.20,18.90,7.80,13.35,0.00,1.06,258.60
AMES8WSW1989011989365,1989-09-12,,5.70,16.70,7.80,12.25,0.00,1.06,180.00
AMES8WSW1989011989365,1989-09-13,,15.70,17.20,5.60,11.40,0.50,0.91,110.30
AMES8WSW1989011989365,1989-09-14,,18.90,19.40,5.00,12.20,0.00,0.87,97.10
AMES8WSW1989011989365,1989-09-15,,19.50,20.60,6.10,13.35,0.00,0.94,118.50
AMES8WSW1989011989365,1989-09-16,,19.30,22.80,5.60,14.20,0.00,0.91,220.50
AMES8WSW1989011989365,1989-09-17,,18.50,26.70,8.90,17.80,0.00,1.14,304.60
AMES8WSW1989011989365,1989-09-18,,18.40,27.20,12.80,20.00,0.00,1.48,376.10
AMES8WSW1989011989365,1989-09-19,,18.20,26.10,10.60,18.35,0.00,1.28,288.20
AMES8WSW1989011989365,1989-09-20,,17.70,26.70,10.60,18.65,0.00,1.28,260.90
AMES8WSW1989011989365,1989-09-21,,16.40,25.60,11.70,18.65,0.00,1.38,250.60
AMES8WSW1989011989365,1989-09-22,,14.00,25.00,12.80,18.90,0.00,1.48,615.70
AMES8WSW1989011989365,1989-09-23,,18.90,16.10,-1.10,7.50,0.00,0.56,231.90
AMES8WSW1989011989365,1989-09-24,,18.60,17.20,-1.70,7.75,0.00,0.54,307.20
AMES8WSW1989011989365,1989-09-25,,17.70,22.80,3.90,13.35,0.00,0.81,352.30
AMES8WSW1989011989365,1989-09-26,,17.80,21.70,1.10,11.40,0.00,0.66,172.20
AMES8WSW1989011989365,1989-09-27,,17.50,20.60,2.20,11.40,0.00,0.72,301.80
AMES8WSW1989011989365,1989-09-28,,16.30,26.70,3.90,15.30,0.00,0.81,324.80
AMES8WSW1989011989365,1989-09-29,,16.50,25.60,9.40,17.50,0.00,1.18,194.40
AMES8WSW1989011989365,1989-09-30,,16.60,25.60,5.60,15.60,0.00,0.91,249.80
AMES8WSW1989011989365,1989-10-01,,16.30,27.80,10.60,19.20,0.00,1.28,496.70
AMES8WSW1989011989365,1989-10-02,,16.50,27.20,3.90,15.55,0.00,0.81,486.80
AMES8WSW1989011989365,1989-10-03,,15.90,11.70,-1.70,5.00,0.00,0.54,261.80
AMES8WSW1989011989365,1989-10-04,,11.50,15.00,-0.60,7.20,0.00,0.58,256.30
AMES8WSW1989011989365,1989-10-05,,4.10,16.70,8.90,12.80,14.50,1.14,319.80
AMES8WSW1989011989365,1989-10-06,,16.30,16.10,4.40,10.25,0.00,0.84,355.60
AMES8WSW1989011989365,1989-10-07,,12.60,13.30,-1.10,6.10,0.00,0.56,284.00
AMES8WSW1989011989365,1989-10-08,,15.20,16.10,1.10,8.60,0.00,0.66,196.80
AMES8WSW1989011989365,1989-10-09,,13.30,22.20,2.80,12.50,0.00,0.75,324.60
AMES8WSW1989011989365,1989-10-10,,15.20,21.70,2.80,12.25,0.00,0.75,294.90
AMES8WSW1989011989365,1989-10-11,,14.60,27.80,6.10,16.95,0.00,0.94,541.20
AMES8WSW1989011989365,1989-10-12,,14.40,26.70,4.40,15.55,0.00,0.84,203.30
AMES8WSW1989011989365,1989-10-13,,13.50,27.20,5.60,16.40,0.00,0.91,247.00
AMES8WSW1989011989365,1989-10-14,,10.60,26.70,25.00,25.85,0.00,3.17,231.60
AMES8WSW1989011989365,1989-10-15,,11.80,27.20,13.90,20.55,0.00,1.59,462.50
AMES8WSW1989011989365,1989-10-16,,2.50,25.00,4.40,14.70,15.70,0.84,628.90
AMES8WSW1989011989365,1989-10-17,,10.20,7.20,-0.60,3.30,0.00,0.58,479.30
AMES8WSW1989011989365,1989-10-18,,7.40,7.20,-1.70,2.75,0.00,0.54,359.80
AMES8WSW1989011989365,1989-10-19,,11.80,5.60,-2.20,1.70,0.00,0.52,348.00
AMES8WSW1989011989365,1989-10-20,,11.50,13.90,-4.40,4.75,0.00,0.44,311.40
AMES8WSW1989011989365,1989-10-21,,13.20,18.90,1.10,10.00,0.00,0.66,193.30
AMES8WSW1989011989365,1989-10-22,,12.10,22.20,2.20,12.20,0.00,0.72,267.70
AMES8WSW1989011989365,1989-10-23,,12.20,26.10,3.90,15.00,0.00,0.81,210.10
AMES8WSW1989011989365,1989-10-24,,11.70,25.60,7.20,16.40,0.00,1.02,246.60
AMES8WSW1989011989365,1989-10-25,,11.20,26.10,12.20,19.15,0.00,1.42,360.80
AMES8WSW1989011989365,1989-10-26,,10.30,24.40,11.10,17.75,0.00,1.32,407.90
AMES8WSW1989011989365,1989-10-27,,3.60,22.20,10.60,16.40,0.00,1.28,401.40
AMES8WSW1989011989365,1989-10-28,,3.30,15.60,12.20,13.90,6.30,1.42,302.70
AMES8WSW1989011989365,1989-10-29,,6.90,18.30,11.10,14.70,8.90,1.32,418.60
AMES8WSW1989011989365,1989-10-30,,1.40,16.10,0.60,8.35,26.70,0.64,565.10
AMES8WSW1989011989365,1989-10-31,,10.80,11.10,-1.70,4.70,1.50,0.54,282.70
AMES8WSW1989011989365,1989-11-01,,6.00,10.00,-0.60,4.70,0.00,0.58,436.10
AMES8WSW1989011989365,1989-11-02,,4.80,3.30,-5.00,-0.85,0.30,0.42,239.80
AMES8WSW1989011989365,1989-11-03,,3.60,7.80,-5.60,1.10,0.50,0.40,251.00
AMES8WSW1989011989365,1989-11-04,,9.20,15.00,-0.60,7.20,0.00,0.58,339.30
AMES8WSW1989011989365,1989-11-05,,4.30,13.90,2.80,8.35,0.50,0.75,494.70
AMES8WSW1989011989365,1989-11-06,,2.90,5.60,-3.90,0.85,0.00,0.46,170.10
AMES8WSW1989011989365,1989-11-07,,6.50,11.70,-2.20,4.75,0.00,0.52,259.00
AMES8WSW1989011989365,1989-11-08,,6.30,8.30,1.10,4.70,0.00,0.66,454.10
AMES8WSW1989011989365,1989-11-09,,9.50,12.80,-4.40,4.20,0.00,0.44,484.70
AMES8WSW1989011989365,1989-11-10,,10.10,8.90,-5.60,1.65,0.00,0.40,355.00
AMES8WSW1989011989365,1989-11-11,,7.80,13.30,3.90,8.60,0.00,0.81,400.00
AMES8WSW1989011989365,1989-11-12,,9.50,10.60,-4.40,3.10,0.00,0.44,352.90
AMES8WSW1989011989365,1989-11-13,,7.40,16.70,5.00,10.85,0.00,0.87,466.10
AMES8WSW1989011989365,1989-11-14,,8.90,10.00,-3.30,3.35,0.00,0.48,339.80
AMES8WSW1989011989365,1989-11-15,,6.70,5.60,-1.10,2.25,0.00,0.56,665.50
AMES8WSW1989011989365,1989-11-16,,9.80,0.00,-12.80,-6.40,0.00,0.23,500.50
AMES8WSW1989011989365,1989-11-17,,6.90,1.10,-13.30,-6.10,0.00,0.22,599.70
AMES8WSW1989011989365,1989-11-18,,5.10,-3.90,-15.60,-9.75,0.00,0.18,288.50
AMES8WSW1989011989365,1989-11-19,,7.80,17.80,-7.80,5.00,0.00,0.34,443.00
AMES8WSW1989011989365,1989-11-20,,8.90,12.80,5.60,9.20,0.00,0.91,574.10
AMES8WSW1989011989365,1989-11-21,,7.60,5.60,-6.10,-0.25,0.00,0.39,296.30
AMES8WSW1989011989365,1989-11-22,,3.40,2.20,-5.60,-1.70,0.00,0.40,411.90
AMES8WSW1989011989365,1989-11-23,,9.80,0.00,-15.00,-7.50,0.00,0.19,262.10
AMES8WSW1989011989365,1989-11-24,,6.70,9.40,-10.00,-0.30,0.00,0.29,440.00
AMES8WSW1989011989365,1989-11-25,,2.60,6.70,-2.20,2.25,0.00,0.52,252.20
AMES8WSW1989011989365,1989-11-26,,4.60,8.90,-9.40,-0.25,0.00,0.30,247.80
AMES8WSW1989011989365,1989-11-27,,0.90,8.30,0.60,4.45,1.00,0.64,557.10
AMES8WSW1989011989365,1989-11-28,,8.10,0.60,-16.10,-7.75,0.50,0.17,402.40
AMES8WSW1989011989365,1989-11-29,,8.50,2.80,-17.20,-7.20,0.00,0.16,421.40
AMES8WSW1989011989365,1989-11-30,,8.90,7.20,-9.40,-1.10,0.00,0.30,254.00
AMES8WSW1989011989365,1989-12-01,,9.10,10.00,-7.20,1.40,0.00,0.36,357.00
AMES8WSW1989011989365,1989-12-02,,7.90,5.60,-8.30,-1.35,0.00,0.33,796.20
AMES8WSW1989011989365,1989-12-03,,8.20,-0.60,-16.10,-8.35,0.00,0.17,417.60
AMES8WSW1989011989365,1989-12-04,,7.20,10.00,-5.00,2.50,0.00,0.42,489.80
AMES8WSW1989011989365,1989-12-05,,6.90,13.30,-1.10,6.10,0.00,0.56,302.40
AMES8WSW1989011989365,1989-12-06,,7.90,8.30,-6.70,0.80,0.00,0.37,455.50
AMES8WSW1989011989365,1989-12-07,,1.80,-6.70,-11.10,-8.90,0.00,0.26,177.30
AMES8WSW1989011989365,1989-12-08,,4.40,-3.90,-9.40,-6.65,0.00,0.30,293.30
AMES8WSW1989011989365,1989-12-09,,6.70,5.60,-7.80,-1.10,0.00,0.34,398.40
AMES8WSW1989011989365,1989-12-10,,2.90,1.10,-7.80,-3.35,0.80,0.34,506.00
AMES8WSW1989011989365,1989-12-11,,8.20,-7.80,-17.20,-12.50,0.00,0.16,479.30
AMES8WSW1989011989365,1989-12-12,,8.20,-10.60,-25.00,-17.80,0.00,0.08,360.30
AMES8WSW1989011989365,1989-12-13,,5.20,-7.80,-15.60,-11.70,0.00,0.18,475.00
AMES8WSW1989011989365,1989-12-14,,5.60,-15.60,-24.40,-20.00,0.00,0.08,293.00
AMES8WSW1989011989365,1989-12-15,,8.10,-16.10,-26.10,-21.10,0.00,0.07,503.00
AMES8WSW1989011989365,1989-12-16,,4.90,-10.00,-20.60,-15.30,0.00,0.12,270.40
AMES8WSW1989011989365,1989-12-17,,7.00,-11.10,-17.20,-14.15,0.00,0.16,328.30
AMES8WSW1989011989365,1989-12-18,,3.70,-12.20,-20.60,-16.40,0.00,0.12,190.60
AMES8WSW1989011989365,1989-12-19,,8.00,-14.40,-26.10,-20.25,1.00,0.07,175.50
AMES8WSW1989011989365,1989-12-20,,3.60,-15.60,-20.60,-18.10,0.50,0.12,401.60
AMES8WSW1989011989365,1989-12-21,,7.40,-19.40,-30.00,-24.70,0.00,0.05,539.30
AMES8WSW1989011989365,1989-12-22,,8.00,-23.30,-30.60,-26.95,0.00,0.05,372.90
AMES8WSW1989011989365,1989-12-23,,8.50,-17.20,-31.10,-24.15,0.00,0.05,492.60
AMES8WSW1989011989365,1989-12-24,,3.50,-3.30,-17.20,-10.25,1.00,0.16,359.20
AMES8WSW1989011989365,1989-12-25,,6.80,2.20,-3.90,-0.85,0.00,0.46,659.40
AMES8WSW1989011989365,1989-12-26,,3.00,2.20,-18.30,-8.05,0.00,0.14,395.40
AMES8WSW1989011989365,1989-12-27,,2.40,2.80,-8.90,-3.05,0.00,0.31,312.90
AMES8WSW1989011989365,1989-12-28,,4.70,7.80,-2.80,2.50,0.00,0.50,339.70
AMES8WSW1989011989365,1989-12-29,,0.80,3.90,-3.30,0.30,0.00,0.48,474.40
AMES8WSW1989011989365,1989-12-30,,0.90,-3.30,-5.00,-4.15,0.00,0.42,206.80
AMES8WSW1989011989365,1989-12-31,,3.30,-1.10,-3.30,-2.20,0.00,0.48,412.40
AMES8WSW199011990365,1990-01-01,,8.00,-0.60,-13.30,-6.95,0.00,0.22,406.90
AMES8WSW199011990365,1990-01-02,,7.80,7.80,-9.40,-0.80,0.00,0.30,404.10
AMES8WSW199011990365,1990-01-03,,5.10,7.20,-3.90,1.65,0.00,0.46,387.40
AMES8WSW199011990365,1990-01-04,,7.90,4.40,-6.70,-1.15,0.00,0.37,381.30
AMES8WSW199011990365,1990-01-05,,8.00,6.70,-10.60,-1.95,0.00,0.27,360.40
AMES8WSW199011990365,1990-01-06,,5.00,4.40,-10.00,-2.80,0.00,0.29,384.30
AMES8WSW199011990365,1990-01-07,,8.00,9.40,-4.40,2.50,0.00,0.44,301.80
AMES8WSW199011990365,1990-01-08,,5.30,10.00,-4.40,2.80,0.00,0.44,330.10
AMES8WSW199011990365,1990-01-09,,3.00,3.30,-0.60,1.35,0.00,0.58,469.70
AMES8WSW199011990365,1990-01-10,,4.90,8.30,-7.20,0.55,0.00,0.36,401.00
AMES8WSW199011990365,1990-01-11,,7.50,8.30,-0.60,3.85,0.00,0.58,937.10
AMES8WSW199011990365,1990-01-12,,8.50,1.10,-8.30,-3.60,0.00,0.33,559.80
AMES8WSW199011990365,1990-01-13,,7.30,2.20,-12.80,-5.30,0.00,0.23,364.80
AMES8WSW199011990365,1990-01-14,,5.60,7.80,-5.60,1.10,0.00,0.40,297.10
AMES8WSW199011990365,1990-01-15,,7.10,13.90,-5.60,4.15,0.00,0.40,161.80
AMES8WSW199011990365,1990-01-16,,2.00,14.40,1.70,8.05,0.00,0.69,264.40
AMES8WSW199011990365,1990-01-17,,2.00,14.40,-1.10,6.65,10.90,0.56,380.90
AMES8WSW199011990365,1990-01-18,,6.80,1.70,-5.00,-1.65,0.00,0.42,297.80
AMES8WSW199011990365,1990-01-19,,5.90,0.60,-8.30,-3.85,0.00,0.33,178.90
AMES8WSW199011990365,1990-01-20,,1.70,-0.60,-2.80,-1.70,5.30,0.50,366.60
AMES8WSW199011990365,1990-01-21,,7.60,-1.70,-12.20,-6.95,0.00,0.24,427.50
